Id,Score,Date,Title,Review
757391848,50,"June 14, 2020",Exquisite tastes and pure freshness,"I went there on 1 June for my birthday. The restaurant host was careful to ask us to use hand gel before entering and asked us about our health. I felt safe about its coronavirus measures.The tables inside were quite spaced out and we were greeted with an array of amuses bouches which were delicious. Every course after that was a delightful surprise and the way they combined the ingredients was very creative. The dishes all looked so beautiful they were like pieces of art.I loved the greenhouse as well where one could see the vegetables, herbs and edible flowers that would eventually be in your dishes."
757030613,50,"June 7, 2020",You're eating the best of the best fresh from the garden,"We chose this restaurant as THE ONE we wanted to go to as soon as social distancing regulations were lifted for eatings spots in the country. They have beautifully created space and ambiance that both feels safe and is equally beautiful. The food was divine, incredible, surprising, appealing and original. The service was A+."
750983252,50,"March 15, 2020",Would highly recommend!,We were recommended De Kas by a friend who comes to Amsterdam regularly and we were so glad we booked a table - lovely restaurant in a beautiful green house - great and friendly service and food was outstanding.We had oysters to start - Thai style - they were delicious!Mainly vegetarian with some fish and great wineMake sure you book in advance!
750160456,50,"March 9, 2020",We loved everything about it.,Six adults and a two year old enjoyed a leisurely lunch on a rainy weekday afternoon. The architecture was special to begin with and when you add the excellent service and world class food to the equation you’ve got something very special. The waitstaff made sure the toddler was entertained with little nibbles of this and that. And the adults were entertained with a thorough description of each unusual and delicious course. Top drawer experience top to bottom.
749552772,50,"March 6, 2020",Simply exquisite,"Amazing food, dining experience, extraordinary flavours and outstanding service. Highly recommended to book in advance. Can't go wrong."
748865871,50,"March 3, 2020",SUPER GREENHOUSE! SUPER FOOD! SUPER SERVICE,"We have been going to Amsterdam every February for around 10 years. 2020 was our last visit as the Exhibition at the RAI is moving to Barcelona in 2021. We wanted to do somethings we had not done before to make our last trip memorable. We had lunch at Restaurant De Kas. It was a good walk from our hotel and the weather was not ideal and we did get a little wet, but on arrival at De Kas we were welcomed warmly and our coats put to dry. The venue is fabulous, a large green house but nothing like a garden greenhouse. Super sleek solar panels, auto opening roof, sleek and elegant but not over stated, friendly service and the food, well that was brilliant. Modern twists, beautifully presented, super tastes and the price wasn't too bad at all for what we got. All 4 of us had a fabulous time there. Would love to go back in the Summer when there is more growing in the gardens. All the food is either from the garden (obviously limited in Feb) or from local organic growers. Really hit my foodie fancies this place did!"
748506837,50,"March 1, 2020",The best food we had in a month!,"We ate at de Kas a few days ago as we were flying home and had an evening in Amsterdam. Getting out of our Uber and seeing the glowing greenhouse out in the Park was beautiful! Are we in the right place??? Yes! The restaurant is beautiful, an old greenhouse refurbished with lovely glasswork hanging above and an exposed kitchen. A little of the produce is grown onsite, but most at their farm some distance away. The menu follows a tasting format and changes weekly to reflect what is coming in from the farm. Siegfried, our waiter, was a delight and we loved the way each course was explained to us. When our next course was ready, any of the wait staff would bring it out. Watching the kitchen from our table close by was a delight and a lesson in how hard the kitchen works and the dance of cooking staff to delivery of our courses to our table. The food was excellent and very creative, with dishes using ingredients which we had never seen together. Our waiter told us at the end of the night that the restaurant had just won “Best Organic Restaurant in Amsterdam”, beating out a Michelin three star for the third year in a row! Wow! It was a fantastic evening!"
748101149,50,"February 28, 2020","Stunning, locally sourced ingredients in a unique setting","We had the set lunch at De Kas and it was comfortably one of the best dining experiences I have ever had. All the ingredients are super fresh and put together by very talented chef's into creative, incredibly tasty dishes. The flavour they extract out of the veg and herbs grown on site is just increible. The staff are knowledgable, friendly and very attentive and the ambiance is just wonderful. The tables are set in a big atrium, with loads of natural light and a real feeling of spaciousness. We had such a great meal."
746724985,50,"February 22, 2020",Interesting and Innovative Food,"On our last 3 visits to Amsterdam, we have dined at De Kas -- that says something! And on this most recent trip, we were not disappointed. The dinner is pris fixe and while they respect food allergies or foods you don't eat, your choice is whether you want the 5-course meal or the 6-course meal. We selected the 5-course meal with wine pairings and it was wonderful. It was very tasty in different (but not outre) ways and you did not leave ""stuffed"". They grow most of their own herbs and vegetables (some you can see as you enter the restaurant) and source the rest of the food mainly from local farmers in the Netherlands. They are very respectful of the environment. The setting -- a large green house -- is lovely and comfortable, the food remains wonderful, and the service is very respectful. On our next trip to Amsterdam, we will go back -- of course!"
746687416,50,"February 22, 2020",Amazing amazing restaurant!!,"Amazing amazing restaurant!! Food was some of the best I have tasted, and all made from same day picked fresh ingredients!! Our waitress was Fleur, and she really was lovely and attentive. And my girlfriend loved her birthday meal there. Was truly amazing!"
746502918,50,"February 21, 2020",best dinner,"We came here for dinner and the experience was mind blowing! the place is amazing and the dinner was perfect, we loved everything! the wine list is very cheap and the wine was delicious ! next time we will be in Amsterdam we will definitely come back!"
746148651,50,"February 19, 2020",Excellent and cozy,"Excellent food with an interesting twist in pleasant surroundings. The service was perfekt with very friendly persons, a very nice evening."
742686534,50,"February 2, 2020","Wonderful, inspirational, delicious","Wow, I cannot recommend this restaurant enough! Amazing knowledgeable staff and inspiring food. We had such an amazing time! Thank you"
741731641,50,"January 28, 2020",Perfectly delicious!,"It is outside central amsterdam but definitely worth going to. I like the fact that the restaurant is well lit because i like seeing clearly the food that i am eating, it is also spacious and its very cozy. We had the 6 course dinner and everything were perfect, its delicious and tasty. Everything was perfectly plated and interesting, there's this one dish that has salcify and i didn't even know what it was until now, all staffs were pleasant to us as well. We thoroughly enjoyed our visit and will be coming back soon!"
741353896,50,"January 26, 2020",Worth the bit of a trip,"Outside the central city, but worth the tram ride (line #19). Everything was perfectly balanced and perfectly tasty. They have their own greenhouse so you know everything is fresh. We ate here our last night and it was truly the culminating culinary experience of the trip."
738254917,50,"January 10, 2020",Amazing restaurant,We had lunch at De Kas restaurant.The restaurant located 15 minutes by car from the center.The food was amazing. The menu changed every day depends on the availability of the local produce.All the dishes we’re tasty include the desert.Highly recommend for people who wish to taste special flavors.
738202192,40,"January 9, 2020",Great food loved the ambience.,"Great food loved the ambience. Just loved the location of this restaurant. Very unique. Good cocktails, the food very seasonal very clean taste packed with flavour. Would recommend👍"
738044390,50,"January 9, 2020",Best farm to table lunch !!!,An amazing experience - beautifully prepared creative fresh food in a gorgeous greenhouse . Talk about farm to table!!!! Highlight of the trip .
737775731,50,"January 8, 2020",Amazing,"We went for dinner for my wife's bday and it was a great night.The wine was very good, and pretty much every dish was delicious. The cheese and the dessert were from out of this world.All ingredients are great quality, cooked to perfection and the flavours and textures are very crafted.The placer is not cheap, but in this case, I'm happy to pay the price because it is worthy if you enjoy good food."
736571361,50,"January 3, 2020","Healthy, regional and tasty","In this restaurant we had a wonderful menu for four persons and we really enjoyed this awesome dinner!The restaurant offers menus of their one vegetables and fruits and you can barely taste the freshness and the high quality of their own food.Our menu consists of five courses and every course had his own character and style. You can also order some cheese, which was great and they really tried to take care of allergens and other extra wishes.On top of that the room, in which we had the dinner, is really outstanding. The restaurant is a huge greenhouse, designers in a very stylish but elegant way.We also enjoyed the wonderful service with a charming waiter, who guided us trough the dinner and explained the food we had on our plates.Thanks for the wonderful evening and the impressive effort to offer healthy, regional and tasting food."
734939275,50,"December 27, 2019",Fantastic,"We took visitors here for lunch around the holidays and everyone loved their three-course meal, which was a great price for the excellent quality. The restaurant also did a great job with our request for a gluten-free menu as one of our party has celiac disease. The room is beautiful, too."
733060091,50,"December 16, 2019",Beautiful Dutch restaurant with their own produce,A restaurant located in a green house with delicious food. All dishes are made with their own produce or with ingredients from The Netherlands. The vegetarian option was super tasty. And the dessert was to die for! They just have tasting menus.
732901355,50,"December 15, 2019",Best Meal of the Vacation,This was everything you hoe for in field to table dining. The staff is extremely knowledgeable and friendly and the food phenomenal. Small multi course plates served with style and bold flavors. If you are a foodie this is your stop. Great European wines that don't break the budget and a flight to match with courses available. Take time to dine here.
731141978,50,"December 7, 2019",What a treat!,"Had an amazing meal here with friends. Loved the venue, food was exceptional and catered for dietary requirements well."
730132616,50,"December 1, 2019",Unique...truly farm to table....but slow service,"Overall, this was very good. The menu is literally a list of the ingredients they have from their garden to use in the 5 course pris fiixe meal. Beautiful restaurant...definitely worth it."
730070532,50,"December 1, 2019","Fresh & Local, Farm-to-Table, Innovative - A Great Culinary Experience","Traveling a great deal, we seek out the most innovative local cuisine and creative chefs everywhere. Everything about this place is amazing. It's a pre-fix, set menu. The setting is in a massive great house. Dining is elegant but very casual and comfortable. No need to dress up or act pretentious. No rush. Advance booking is necessary. It's a bit out of the way from the city center, but worth it. Uber can get you there and back in 15-20 minutes.The cuisine is always fresh and local, seasonal, responsibly sourced and presented as if it were fine art. Staff is charming and very helpful. Rarely see better."
729655979,50,"November 29, 2019",Unique and wonderful,"Had a very pleasant dinner with my teenage daughter. Every dish was an experience; interesting combination of ingredients on top of great service, definitely a must while in Amsterdam!"
728643560,50,"November 24, 2019",Highlight of our Amsterdam stay,"We booked private dining for our group of 30 at De Kas Restaurant. This was a perfect choice.The restaurant has a wonderful ambience, sitting in a large glasshouse. We had the set menu which was predominantly vegetarian, with some excellent gluten free alternatives.The food was truly exceptional, with 80% grown locally. We would thoroughly recommend this restaurant as part of your next visit to Amsterdam."
728380014,40,"November 23, 2019","Interesting food, so tasty","We had dinner on a Wednesday evening. It's a lovely space, a bit big and impersonal, but really nice. The food was fresh and interesting. The service was great for 3/5 courses - but then the servers seemed to disappear. That didn't bother us at all,except we skipped a course and it took forever to get the bill."
727525226,50,"November 19, 2019","Extraordinary food, service","Extraordinary food, service and ambience. While complex, the presentations are straightforward and lacking in the pretensions so common in high end restaurants nowadays. Each dish was creative, unique and delicious. I have rarely been in such a spacious restaurant. Service was friendly and helpful. One of the most memorable dining experiences for the last several years of travel around the world."
725198096,50,"November 9, 2019",Just wow. Birthday to remember.,"This place is one of the best restaurants I’ve ever visited. Just wow - yes, it was that good. It was an experience - from the restaurant setting itself to the presentation of the food to the taste.Everything was outstanding. All dishes were just exquisite.My girlfriend had a birthday to remember and we will certainly visit this place again if we are ever back in Amsterdam.Highly recommended."
724344218,50,"November 5, 2019",Excellent food in a very interesting setting,"Every dish was surprising and fantastic. You have to be fairly open minded as they served dishes that I would never order in a restaurant but there were flavours that I’ve never had before, which really was amazing.I was a bit worried that the price of drinks was going to be extortionate but was pleasantly surprised when we got the bill as it was very reasonable.Would recommend to anyone and will defiantly be coming backThank you"
723766057,50,"November 4, 2019",Fresh vegetables picked yards from your table.,"If your looking for something different and out of the usual tourist places, this is just for you. The setting, inside a smart greenhouse on the edge of Frankendael Park, is just perfect to appreciate the creative, tasty and highly sensory courses that are served and described expertly by a friendly waitress.I would definitely go back."
722158344,50,"October 28, 2019",Excellent. Make a reservation.,"Farm-to-table restaurant. De Kas is a special place, located inside of a park. Using farm fresh ingredients this fixed menu is fantastic - creative plating, tasty courses, highly sensory. This is dining, not fast food. Expect to spend time here enjoying dinner conversation and the food you eat. If you have any allergies, let the restaurant know in advance. They will fully accommodate tastes and preferences."
721569660,10,"October 26, 2019",It’s not worth it,"Bad food, bad service. Don’t waste your time. Service was really slow we ate in 2 hours and a half and there was no dish worthy or exceptional"
720244884,50,"October 21, 2019",So Amazing - yet hard to describe,"One of the most unusual and yet wonderful restaurants I have ever dined in. The entire building is a green house where they grow many of their own vegetables and the rest is sourced from nearby farms. It's a priced fixed ""surprise"" menu so you do not know exactly what you will be served - and even after you have eaten it you may not be sure exactly what it was - but if you are adventurous and have a taste for the creative this is an experience you should not miss."
719128137,50,"October 17, 2019",Honeymoon Meal,"We booked dinner at this restaurant while we were in Amsterdam for our honeymoon. We had a great dining experience! They let you have a drink in one area before they sit you down. While you are having a drink, they bring out 3 plates prepared by the chef and we also got the fresh oysters. We then sat down and they had a cute pumpkin with a note from the staff wishing us a happy honeymoon. Such a sweet touch! We had the 5 course dinner and it was all so great! We had a lovely dining experience here.The weather when we went was raining and if you take a car, it drops you off outside the park, so you have about a 5 minute walk to the restaurant. That was the only downfall we faced!"
718367653,50,"October 14, 2019","Go for the experience, setting, service, food, the wine","The setting, the service, the food, the wine. Perfect from beginning to end. I was here for dinner with a group of 12 people and they had the perfect table in an alcove. Our waitress was helpful with the wine selections, each course was an adventure, and glad we went for the extra course, which was a second desert. The setting is unique, an updated greenhouse in a park with the main dining room in a large open space, a smaller room that I guess they reserve for private parties, and then the alcove we were seated in. The menu is prix fixe which I personally enjoy because you end up trying new things you may never order on your own. It adds to the excitement of the meal. Everything was beautifully plated. They did a good job catering to dietary restrictions. The wine suggestions were perfect. Our waitress was friendly and timely and was fun to be around. We also got to visit the actual greenhouse space where they grow veggies. Great for larger groups due to the space options and they ease of a prix fixe menu. My new favorite in Amsterdam."
717633958,50,"October 12, 2019",Great place,"Had a dinner with family, we a great time.The concept of the restaurant is to serve sets of menus, all food is prepared using only local seasonal vegetables, fish and meats. Microgreenery is being grown in the greenhouse next to the restaurant.Very spacious interior and very high ceiling, which make it easy to breathe while crowded.Food was really good, cooked with skill.Service was good.I totally recommend this restaurant-for lunch or dinner."
717194724,40,"October 10, 2019",Delicious and healthy food in a hot house,Had lunch here with friends in a weekday. Despite the bad weather the restaurant was full. The food was fantastic and healthy. Each dish was a work of art. I would gladly give this place a 5-star ranking if the prices went so high. The course lunch for 3 people with one drink per person was about €200.
715797316,50,"October 6, 2019",Outstanding,"De Kas was exceptional—both the quality of the food and the service were wonderful, but what made it exceptional was the space (an old greenhouse where all the trees in Amsterdam had been grown) and the type of food. It was largely vegetarian, but prepared with enormous attention to detail so that each bite (the food was carefully arranged on beautifully crafted plates and bowls) provided one with a new culinary sensation. If you like food, don’t miss this restaurant."
714035202,50,"September 29, 2019","Dramatic room, theatrical food, greenhouse","Loved de kas. Cab dropped us off at the corner of a park, it was very dark, and driver pointed us to pink lights through the trees - we walked across a bridge in the rain of course - all of a sudden this greenhouse appears and we entered the magical world of de kas. A tour through their growing things - tomatoes, beans, herbs etc. Then we entered the spectacular dining room - another high greenhouse structure with high ceilings and spacious tables. Earnest service. Interesting wine list. Chefs choice. Food had touches of Indonesian and other complex spices. And of course the freshest just picked veg. Of the five dishes two of ours had fish or meat. Then we had cheese and one dessert. Portions are small but i am ok with that - quality over quantity. Worth going out of your way. Special occasion."
713632066,50,"September 28, 2019",Great food in beautiful greenhouse setting,"This is a beautiful restaurant, tucked away in Amsterdam’s Frankendael park. They grow a lot of their own food in the greenhouse and source the rest from a local farm.You order a set menu of 5 or 6 courses. The 6th course is an extra dessert (which we skipped). Due to the many choices of vegetables, this is a good restaurant if you have a vegetarian in your group. Wine pairings (1/2 glass) were also very good.My main criticism would be the service. We opted to order oysters, which were delicious. However, we were not yet done eating them when they already brought the first course, so the timing was off. It also took forever to get the bill.But still, it was great and I would recommend it!"
713346476,50,"September 27, 2019",Experience & food - not to be missed.,This restaurant is set in a greenhouse which is an experience in itself. You can also go into where some of the food is grown too. The meal is a set menu however as my wife is coeliac they had meals especially prepared for her. Had a great night & a must do in Amsterdam.
713342081,50,"September 27, 2019",Wow! Amazing,"The food here is absolutely incredible, I was abit sceptical because of the lack of meat I’m not really a veggie person but it blew me away! Hands down some of the nicest food I’ve ever ate."
713196978,50,"September 26, 2019",Not to be missed,My husband and I ate here last night and absolutely loved it. I am pescatarian and he eats everything and they catered to both of our needs. Each dish was beautiful and a wonderful mix of flavors and textures.It was also very cool to eat inside a greenhouse and see where your vegetables are grown. The service was excellent as well.We took an Uber there and it was hard to find bc you have to walk into the park (not far) to enter the restaurant so just be prepared for that.
710053596,40,"September 15, 2019",Unique Experience,"Where else can you have dinner a spacious, airy former greenhouse? After reading all the great reviews, we booked De Kas for one of our three dinners in Amsterdam. The experience itself is unique and fun. Our Uber dropped us off at the park entrance and we wandered through the trees to find the restaurant glowing in the early evening light. Service was attentive but not overbearing, Saturday night atmosphere was lively but not too loud. Food was certainly inventive and interesting -- some of the combinations didn't quite work for me, but the care taken to showcase the ingredients was nice to see. Was it one of my most memorable meals ever? No, but the experience is one I will remember for many years."
709915101,50,"September 15, 2019",Fresh diner tasting directly from own garden,Very nice diner with our guests from three continents of the world. All enjoyed this diner to the max! You cannot go wrong here! And please enjoy!!
709495606,40,"September 13, 2019",Nice Dinner,"I enjoy the my dinner with a great service and food is so tasty, i have enjoyed it too much and I highly recommend."
709291231,40,"September 12, 2019",Trendy experience.,"Rather unusual to have dinner in a renovated glass hothouse. The menu consists of vegetables grown on sight and plated like a work of art.The combinations of flavors is exciting but very tasty,."
707598513,50,"September 7, 2019",interesting presentation,"restaurant in a disused city greenhouse, great food, small plates, Indonesian and Dutch menu, local's dining, part of the greenhouse was still used by the chef to grow herbs and tomatoes. Look up at the tall chimney outside, storks are nesting there"
706036150,50,"September 3, 2019",Fabulous meal and beautiful setting,"We were in Europe for two weeks and decided this was the best dinner of our trip. The food is farm to table and very vegetable heavy. Every dish (pre fixed menu) had a beautiful presentation and was both unique and delicious. The servers did an excellent job explaining every dish. While not in the central Amsterdam area, it was a fast uber ride and well worth it."
703831842,50,"August 28, 2019",Tasting Menu & Kids Welcome!,"De Kas is an extraordinary simplistic tasting menu full of bounty from their own greenhouse. This wonderful restaurant is perfectly located in the beautiful park Huize Frankendael. Enjoy pre meal walk through the greenhouse and flower garden to see what is being harvested that day. You also get to see the honey bees hard at work! As you sit in the greenhouse restaurant (note: can be a bit warm) you can watch the blue herons landing in the weeping willow trees. This restaurant is welcoming of families and will prepare a kids plate and ask for a mocktail. The tasting menu is surprising and full of herbs and spices. Opt for the local Pinot Gris, it is delicious! The staff is on point and laid back."
703466308,40,"August 27, 2019",Fabulous food and setting,"Situated a little outside the centre. We took the train from the central station 1 stop and then walked. Trains very frequent. Restaurant is in a very large greenhouse that used to grow a lot of food for the city. Now converted into a very open and light space with a pond and in a larger park. Team grow all veg and source other food locally. There is a set menu and set price. You just chose the number of courses you want. Appetisers were followed by starter, fish course, main and two puddings. All dishes are exquisite as is the bread. We went for dinner which was €57 or 65. Good wine list and we went for the NL wine which was superb. With wine was just short of €200 in total. Would recommend as an experience."
702424682,50,"August 24, 2019",Heerlijk!,"What a great dinner, lots of surprises with great vegetables and perfect service. Definitely worth the money and i will go again when traveling to amsterdam. I do think that this is not the right restaurant for someone who wants to eat meat as the focus is on vegetables, as the name of the restaurant already suggests."
701016127,50,"August 20, 2019",Farm to table restaurant,"It is a bit far from the center but it is dedinitely worth it. The ambiance is great , food is delicious and staff are friendly"
698312805,30,"August 12, 2019",Overrated,"Pros: very nice location, care in the detail, friendly service, cool concept of growing its own ingredients. The greenhouse is incredible, very peaceful also. Wide and interesting wine selection, I was happy with my wine.Cons: the dinner took too long, 2,5 hours for a 5 course menu with very small portions, too small. Tap water is unlimited if you pay 3,75€ per person....! The food was ok, sometimes there were some combination that I personally didn’t like. I had two courses with the same celery sauce that was ok for one course, not for two. One course was a tomatoes salad with some burrata on top - from my viewpoint something that I can easily do at home, I don’t go to restaurant for this. To be honest, I expected more, especially flavour-wise."
698242540,50,"August 12, 2019",Dreamy Atmosphere,A 20-minute metro ride from our hotel and we arrived at a Greenhouse in the middle of a field. Then we had one of the best dinners of our lives! We did the 6 course dinner menu with wine pairing. Each course was surprising and fresh and creative! We loved that they create a menu around what they grow. The atmosphere of this place was so wonderful too. Service was excellent--servers appeared before we even knew we needed anything and made great recommendations!
697888735,50,"August 11, 2019",All around a great experience,"The setting is amazing. It is industrial yet airy and feels like you yourself are actually picking the ingredients for each course. The staff is friendly, knowledgeable, and efficient without rushing you at all. Each course was so exceptional that it was difficult for my friends and I to decide which we liked best. One of my friends ordered a cheese course after we thought we had finished the meal. She just wanted to keep going.A great experience all around"
696483580,50,"August 7, 2019",Fabulous,"every time a fabulous experience. Service , the creativity and quality of the food - just everything!"
696287080,50,"August 6, 2019",A special and unique place!,"Is not only a restaurant, it is a whole experience! Their concept is beautiful! The food was amazing, every dish was a carnival! And the service was amazing since the moment we made the reservation till the moment we left the restaurant!Great atmosphere and very relaxing place!"
695897037,40,"August 5, 2019",Bold flavor despite mainly vegetarian dishes,"We came for lunch on our last day of Amsterdam. Having had some great meals for the trip, we were expecting something different here with the TA reviews and yes that's exactly what we got.Not being a great vegetarian, I was most impressed with how bold the chef was working on the flavor of the dishes. I was expecting clean, simple, good for the body and eyes type of food but maybe lacking in flavors due to the veggie nature of the offering. But boy was I wrong. We had the 3 courses lunch menu and tried scallops, shrimps, grilled veggies and the amazing desserts. everything was cooked to perfection with unforgettable palette to the tongue. certainly nothing blend to speak of.The ambience and service are right up there with the food. we visited on a nice sunny day and it was just beautiful sitting outside the restaurant enjoying the garden and the surroundings with the great food.for those of you thinking twice about coming here because De Kas seems to be very veggie-oriented, don't think and just come. It's worth it, taking it from a meat-lover!"
